Clapeyron Database File
Twu like parameters
species,DIPPR Number,L,M,N,source
"1,4-pentadiene",,1.072694,0.901178392,0.618115716,
(z)-4-octene~|~cis-4-octene,,1.066952,0.850920986,0.798958626,
"methyl 3-methoxypropanoate~|~propionic acid,beta-methoxy,methyl ester",,0.814821,0.84303811,1.234358813,
sulfur tetrafluoride,,0.158624,0.814836131,2.684908825,
propyl octanoate,,0.336298,0.825829101,2.984693274,
"diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether",,1.482636,0.999644363,0.697313071,
"1,5-pentanediamine~|~1,5-diaminopentane",,0.438162,0.850335962,2.543794772,
methylacetamide~|~n-methylacetamide,,1.500329,0.991339089,0.645587808,
4-methylundecane,,1.283883,0.997577886,0.926995323,
sulfuryl chloride fluoride,,0.115775,0.827905978,2.905577218,
"1,3,5-trinitrobenzene",,0.390817,0.828809276,2.926814261,
"4,9-dipropyldodecane",,1.889139,0.960992224,0.651695569,
"2,2-dimethylpentane",,1.360566,0.999757615,0.534981916,
"benzene, 1-chloro-2-(trichloromethyl)-",,0.737395,0.957214534,1.27936762,
"2,4,6-trichlorophenol",,1.17092,0.999986111,0.757377158,
1-chloro-1-propene,,0.314901,0.900472848,1.896139201,
"1,3-dichloro-2-methylbenzene",,1.908243,0.6764943,0.393346009,
4-methylcyclohexanone,,0.122818,0.813127927,2.706834227,
bromine,,1.495827,0.999557436,0.296548854,
"propadiene~|~1,2-propadiene",,0.280545,0.854016135,1.591067478,
3-pyridinecarboxylic acid methyl ester,,0.722863,0.922764866,1.677797692,
pentachloroethylbenzene,,0.674015,0.923086715,1.674877868,
"(z)-1,2-dibromoethene",,0.0,0.331244416,0.726104279,
ethylal~|~diethoxymethane,,0.385148,0.83627373,1.85618524,
nonanenitrile,,1.589857,0.999743387,0.615138867,
"1,2,3,5-tetrachlorobenzene",,0.590794,0.923706198,1.668997195,
"1,1-dimethylpropyl butanoate",,0.884785,0.881748422,1.134850599,
benzaldehyde,,0.610842,0.832019707,1.198582386,
1-heptanethiol~|~heptyl mercaptan~|~n-heptyl mercaptan,,0.698187,0.808668082,1.191466528,
3-ethylpentane,,1.267299,0.999999058,0.609968211,
hexylamine~|~n-hexylamine~|~1-hexanamine,,1.462722,0.998546986,0.606382173,
"2,4,6-trimethylphenol",,2.288622,0.395963658,0.516539799,
bromocyclohexane,,1.220672,0.926444195,0.566378873,
"1,1-diethylurea",,0.501236,0.000637933,0.783671815,
"1,5-diphenyl-3-(2-phenylethyl)-2-pentene",,0.82659,0.889086056,2.02115399,
methylthiophene~|~3-methyl thiophene,,0.74514,0.826635923,0.878281078,
"(e)-1,2-dibromoethene",,0.933481,0.998933423,0.570291143,
dipropyl oxalate~|~di-n-propyl oxalate,,1.272764,0.999600885,1.001502823,
"1-ethyl-2,4,6-trimethylbenzene",,0.702276,0.862371737,1.368348596,
9h-carbazole~|~dibenzopyrrole,,0.644216,0.903341784,1.866224931,
3-heptanol,,2.306457,0.710402554,0.5304026,
decylcyclohexane~|~n-decylcyclohexane,,0.751542,0.810806882,1.555238396,
2-methylpentadecane,,0.380552,0.824434993,3.015734803,
"bis(1,1-dimethylethyl) propanedioate",,0.550903,0.763916926,1.792632799,
sec-butylacetate~|~1-methylpropyl ethanoate,,1.329001,0.974438345,0.704327017,
"1-(1,1-dimethylethyl)naphthalene",,1.329585,0.992851409,0.721775668,
(ethylthio)benzene~|~phenyl ethyl sulfide,,0.598137,0.787410164,1.208288835,
"1,1,1,2-tetrafluoro-2-(difluoromethoxy)ethane",,0.553419,0.916753159,1.733665726,
n-(4-ethoxyphenyl)ethanamide,,1.651437,0.977120048,0.775935883,
cumene~|~isopropylbenzene,,0.371616,0.844860438,1.87441847,
8-decylbicyclo[4.3.0]nonane,,0.803986,0.891855657,1.989760731,
undecylbenzene~|~n-undecylbenzene~|~1-phenylundecane,,1.500549,0.999815831,0.865874667,
1-tetradecene,,0.210827,0.806100527,3.442079684,
"3-(1-methylethyl)-1,1'-biphenyl",,0.717087,0.797324585,1.349690362,
"2,2-dimethyl-1-butanol",,0.963302,0.784177428,1.196489478,
perfluorooctane~|~perfluoro-n-octane~|~octadecafluorooctane,,1.781079,0.999954273,0.630343752,
"o-terphenyl~|~1,1'-2',1''-terphenyl",,0.260846,0.824681804,3.008994831,
"2,2'-(phenylimino)diethanol",,0.77197,0.891726882,1.991216653,
"dimethylphthalate~|~phthalic acid dimethyl ester~|~dimethyl 1,2-benzenedicarboxylate",,0.31367,0.828576694,2.931126656,
"exo-tetrahydrodicyclopentadiene~|~exo-tricyclo[5.2.1.0(2,6)]decane",,0.302051,0.859400518,2.405123806,
methyl 4-hydroxybenzoate,,0.937714,0.914093844,1.757733269,
margarinic acid~|~heptadecanoic acid~|~n-heptadecanoic acid,,2.293696,0.906964841,0.705179868,
trifluoroacetonitrile~|~trifluoroethanenitrile,,0.133206,0.834196944,2.822923728,
"1,2,4-triethylbenzene",,0.868323,0.957034145,1.280485357,
methyl lactate~|~methyl 2-hydroxypropanoate~|~2-hydroxy-propanoicacid-methylester,,0.308899,0.836823956,2.760322583,
1-octadecene,,0.218001,0.793718921,3.789074802,
levulinic acid~|~4-oxopentanoic acid~|~4-oxo-pentanoic acid,,0.793024,0.899550337,1.905898971,
chlorine fluoride (clf5),,0.539726,0.951774738,1.328544149,
"butanoic acid, 2-methyl-, butyl ester",,1.825596,0.979189461,0.490043627,
"1h,8h-perfluorooctane~|~1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane",,0.740798,0.89223306,1.985546357,
"2,4-dimethylpyridine",,0.638174,0.820859124,1.186185792,
ethyl methyl carbonate,,0.459932,0.874776377,2.194445352,
phenanthrene,,0.496048,0.830572928,1.636698081,
1-pentanethiol~|~pentyl mercaptan~|~n-pentyl mercaptan,,0.759575,0.823414987,0.96495639,
"r150a~|~1,1-dichloroethane",,1.145546,0.91721603,0.579628101,
2-nonanol,,1.777804,0.56582275,0.732784734,
1-chlorodecane,,0.677382,0.804451114,1.503010298,
2-cyclohexylethanol,,1.651574,0.999958268,0.581858509,
2-nitrotoluene~|~o-nitrotoluene,,1.202169,0.999195394,0.792247254,
3-nitrotoluene~|~m-nitrotoluene,,0.383744,0.821513466,1.927258221,
cyclopentyl azide,,0.732515,0.893316405,0.878187241,
d4~|~octamethylcyclotetrasiloxane,,0.30308,0.760296725,2.477010488,
"2,2,4,4-tetramethyl-3-pentanone",,0.184827,0.833361931,2.834366649,
"2-methyl-2,4-pentanediol",,1.586113,0.999731864,0.8255405,
"1,7-dichloroheptane",,1.702579,0.983573918,0.56930574,
ethyl valerate~|~ethyl pentanoate,,1.314207,0.999100447,0.755356559,
"1,2-dichlorohexane",,0.302322,0.835530226,2.217121805,
heptylcyclohexane,,1.41032,0.998929815,0.752702886,
dibutyl ether~|~di-n-butylether,,0.274005,0.840703234,2.704924656,
"1-pentene, 2,3,3-trimethyl-",,0.40177,0.9223486,1.680624776,
"benzene, 1,1'-[4-(3-phenylpropyl)-1,7-heptanediyl]bis-",,0.891122,0.853583788,2.492833309,
2-methylthiophene,,0.713251,0.82006761,0.893204454,
(z)-dodec-8-enyl acetate,,0.488128,0.832618188,2.852670678,
"1,1'-hexadecylidenebiscyclopentane",,1.026372,8.48265e-5,1.331108523,
2-methyl-2-hexanol,,2.84297,0.240909867,0.644643943,
2-butoxime~|~2-butanone oxime~|~methyl ethyl ketoxime,,0.742656,0.87714126,2.164454366,
octyl 2-propenoate,,0.734608,0.9042044,1.857265658,
3-methylcyclohexene,,0.505939,0.947366047,1.371111377,
"4,4-dimethyl-2-pentanone",,0.521787,0.922700547,1.67836475,
"difluoromethyl 2,2,3,3,3-pentafluoropropyl ether",,2.823025,0.999560912,0.320616614,
"1,4-dimethylcyclohexene",,0.480644,0.921898376,1.681859489,
2-pentanone~|~pentan-2-one~|~methyln-propylketone,,0.588598,0.820660387,1.262733539,
"1,1,2,2-tetrafluoro-3-methoxypropane",,2.435539,0.921905153,0.374017211,
3-ethyl-6-methylpyridine,,1.239509,0.999884087,0.745426732,
cis-octahydro-1h-indene~|~cis-bicyclo[4.3.0]nonane,,1.533322,0.999997416,0.474723989,
3-methyl-3-propyl-1-heptene,,0.740801,0.775519187,1.118647402,
1-tridecene,,0.616689,0.790069181,1.703103248,
3-nonanol,,2.09135,0.651248138,0.608053779,
1-decanamine~|~n-decylamine,,0.477192,0.84635924,2.608552929,
"1,1':2',1''-tercyclohexane",,1.484106,0.995175689,0.724924594,
"1,2-diphenylethane~|~1,1'-(1,2-ethanediyl)bis-benzene",,0.352815,0.83065967,2.375428838,
titanium(iv)chloride,,0.807182,0.999983025,0.925354225,
p-cymene~|~p-isopropyltoluene~|~4-isopropyltoluene~|~1-methyl-4-isopropylbenzene~|~1-(1-methylethyl)-4-methylbenzene,,0.312915,0.807870413,2.024735616,
isobutyl mercaptan~|~iso-butylmercaptan~|~2-methyl-1-propanethiol,,1.31153,0.999979283,0.541528764,
"2-pyridinecarboxylic acid, methyl ester",,0.84386,0.915106528,1.749265232,
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",,0.433631,0.747337469,2.020141171,
3-thiaheptane~|~ethyl butyl sulfide,,0.145572,0.820136614,2.931237802,
2-methyl-3-thiapentane,,0.104716,0.828231563,2.920719198,
"1,1-dichloro-2-methylpropane",,1.039098,0.999895824,0.712457155,
p-cresol~|~4-methylphenol,,1.985576,0.999982822,0.459852237,
trimethyl phosphite,,0.749499,0.668860072,0.885301538,
"trans-1,3-dimethylcyclohexane",,0.155498,0.840647736,2.703907083,
ethyl hexanoate~|~hexanoic acid ethyl ester,,0.6513,0.825009121,1.53780947,
1-tert-butyl-2-isopropyl-5-methylcyclohexane,,2.206824,0.987948877,0.372184614,
"dmmea~|~dimethylethanolamine~|~n,n-dimethylethanolamine~|~2-(dimethylamino)-ethanol~|~2-(n,n-dimethylamino)ethanol",,0.695723,0.902669286,1.873158668,
4-ethylbenzenamine,,1.014286,0.980736784,1.102872209,
"2-methoxy-2,4,4-trimethylpentane~|~methyl 1,1,3,3-tetramethylbutyl ether",,0.542085,0.802025701,1.42586486,
1-naphthol,,1.28692,0.88326748,0.736844423,
3-cyanotoluene,,0.476241,0.874786573,2.194209335,
"3,3-dimethyl-1-butanol",,1.81823,0.449013366,0.714780523,
1-methylanthracene,,0.529569,0.872019061,2.230285651,
"3,7-dimethyl-6-octen-1-yn-3-ol",,0.697233,0.900474863,1.895952111,
acetonitrile,,0.508254,0.923471033,1.671206545,
"2-butyl-2-ethyl-1,3-propanediol",,2.601926,0.52914355,0.527199483,
cycloundecanone,,0.202766,0.820500276,2.920341636,
spiro[2.2]pentane,,1.157142,0.999997681,0.564754511,
"6-bromo-2,4-dichlorophenol",,1.957771,0.99977987,0.358909706,
octylbenzene~|~n-octylbenzene,,1.332749,0.999868111,0.867031043,
"1,1'-biphenyl-4-ol",,1.399474,0.999929405,0.924540139,
7-methyltridecane,,0.75222,0.902835535,1.870985072,
"3-dimethylaminopropylamine~|~3-n,n-dimethylaminopropylamine~|~n,n-dimethyl-1,3-propanediamine",,0.477974,0.864462111,2.194326223,
2-methylheptane,,0.707959,0.813857022,1.132761164,
"1,4-dichlorobutane",,1.106816,0.999913384,0.810539371,
pentylbenzene~|~n-pentylbenzene,,1.346153,0.999744893,0.712502767,
2-methylbiphenyl,,0.420554,0.819683895,1.907919488,
"1,3-diethylbarbituric acid",,0.00037,0.05287802,0.634819258,
4-chloroaniline~|~p-chloroaniline~|~4-chlorobenzenamine,,0.963872,0.997349969,1.013313327,
1-nonyne,,1.484833,0.999965394,0.590847252,
heptyl benzoate,,0.246353,0.805858767,3.448338805,
1-aminotridecane,,0.550133,0.835326168,2.418613903,
"1,6-hexanediamine~|~hexamethylenediamine",,1.746882,0.999973456,0.569839244,
"acetoin~|~2,3-butanolone~|~3-hydroxy-2-butanone",,1.052835,0.99999705,0.944044358,
"1-propanamine, n-(1-methylethyl)-",,0.22676,0.848905099,2.566534186,
"benzotrifluoride~|~trifluoromethylbenzene~|~(trifluoromethyl)benzene~|~1',1',1'-trifluorotoluene",,0.616546,0.81758042,1.165076726,
"resorcinol~|~1,3-benzenediol~|~1,3-dihydroxybenzene",,2.121772,0.799285362,0.484777421,
3-methyl-2-phenyl-1-butene,,1.18291,0.998571174,0.792615823,
"r141b~|~1,1-dichloro-1-fluoroethane",,0.617817,0.969081594,1.185910151,
o-toluidine~|~2-methylaniline~|~o-methylaniline~|~2-methyl-benzeneamine,,0.924833,0.782208727,0.879483675,
"1,1,2,2,3,3-hexafluoro-1-methoxypropane",,2.55954,0.748721814,0.413991382,
(diethoxymethyl)benzene,,0.695258,0.881186965,2.114412844,
dichlorodiethylsilane,,1.608475,0.928567068,0.502501662,
2-pentene,,0.796288,0.999960377,0.958194222,
isohexane~|~2-methylpentane,,1.101616,0.914560789,0.660059277,
"3,3-diethylpentane",,1.365543,0.999984442,0.596626398,
"2,6-dimethylquinoline",,0.731027,0.82333536,1.201599403,
"oxylene~|~o-xylene~|~1,2-dimethylbenzene",,0.635128,0.838587158,1.13868773,
"5-heptene-2-one, 6-methyl-",,1.160972,0.999979345,0.903997651,
"1,2-dimethylcyclohexene",,0.464023,0.922833881,1.674041534,
"1-ethyl-2,4,5-trimethylbenzene~|~1,2,4-trimethyl-5-ethylbenzene",,1.43438,0.999591891,0.657180815,
r14~|~perfluoromethane~|~tetrafluoromethane~|~carbon tetrafluoride,,0.588913,0.856041359,0.93977247,
n-(4-bromophenyl)acetamide,,0.993969,0.77805423,1.131899468,
3-methylheptane,,0.745801,0.816657482,1.06841717,
"1,5-dichloropentane~|~1,5-dichloro-pentane",,0.991791,0.967528248,0.969644691,
3-chlorophenyl isocyanate,,0.567254,0.883672334,1.399025508,
"2,4,5-trichlorophenol",,1.457016,0.341201559,0.48887588,
"5,8-dimethyl-1-octyl-1,2,3,4-tetrahydronaphthalene",,0.843205,0.882086157,2.103475329,
"m-dibromobenzene~|~1,3-dibromobenzene",,0.620417,0.838366931,1.241111923,
methylethanolamine~|~n-methylethanolamine~|~2-(methylamino)ethanol~|~2-(methylamino)-ethanol,,1.886607,0.996649269,0.512263155,
2-hexanol,,2.180661,0.763968592,0.549386032,
"1,2,3,4-tetrahydro-1-naphthone",,1.042172,0.999938663,0.975372177,
"1,3-butadiyne",,0.64729,0.947997055,0.997470886,
3-hexanol,,2.653402,0.510565806,0.528801942,
hexanal~|~1-hexanal,,0.478064,0.836859938,1.694085496,
"1,7-diaminoheptane",,0.492951,0.791126104,1.91863795,
(z)-tridec-4-enyl acetate,,0.484565,0.830364754,2.89631848,
3-methyl-3-hexanol,,0.549579,0.753046161,1.666399334,
p-anisaldehyde~|~4-methoxybenzaldehyde,,0.425712,0.860932586,2.382355688,
n-octyl levulinate,,0.753021,0.883593732,2.085383519,
dimethyl nonanedioate~|~dimethyl ester nonanedioic acid,,1.493121,0.999912676,0.986393448,
"tetramethylethylenediamine~|~n,n,n',n'-tetramethyl ethylenediamine~|~n,n,n',n'-tetramethyl-1,2-diaminoethane~|~n,n,n',n'-tetramethyl-1,2-ethanediamine",,1.198254,0.994289761,0.743246283,
"1-butanamine, n-(1-methylethyl)-",,0.315605,0.847710985,2.586286943,
3-methylbiphenyl,,1.35948,0.999996067,0.717689626,
"di-tert-butyl sulfide~|~2,2,4,4-tetramethyl-3-thiapentane",,1.599211,0.99999075,0.465252039,
dicyclohexylamine~|~cyclohexylcyclohexaneamine~|~n-cyclohexylcyclohexanamine~|~n-cyclohexylcyclohexaneamine,,1.28509,0.999415263,0.781860728,
"2,7-dimethyloctane",,0.481383,0.806883989,1.694931381,
"dimethyl adipate~|~dimethyl 1,6-hexanedioate",,1.619898,0.999295786,0.713793016,
"diacetyl~|~butadione~|~2,3-butanedione",,0.761617,0.839808699,1.116137625,
fluorene,,1.270031,0.999136886,0.706861901,
p-bromotoluene~|~4-bromotoluene~|~1-bromo-4-methylbenzene,,1.289092,0.999940212,0.612489166,
pentadecanoic acid~|~n-pentadecanoic acid,,1.734857,0.74589458,0.936471901,
"1,4-dibromobutane",,0.275806,0.852163369,2.514924699,
"2,3-dichlorobutane",,1.631049,0.995052902,0.417804878,
2-methylpropyl benzoate,,0.388831,0.843617146,2.654550403,
n-methylpyrrole,,0.811404,0.826680999,0.858703735,
5-methylfurfural,,0.462366,0.865980645,2.310184622,
"1,3-dichloro-2-methylpropane",,2.041113,0.994047887,0.35907172,
"7,7-dimethoxybicyclo[2.2.1]heptane",,1.13581,0.795835819,0.780446105,
benzoic acid,,1.372028,0.999909421,0.883891993,
pentaethylbenzene,,0.723199,0.906294769,1.835926264,
"2,4-diaminotoluene~|~4-methyl-1,3-benzendiamine~|~4-methyl-1,3-benzenediamine",,0.756903,0.852585152,1.625665255,
dodecanecarbonitrile,,1.264571,0.962800796,1.229699406,
2-methyl-3-hexanone,,1.347136,0.809780396,0.657207719,
ethylaniline~|~n-ethylaniline~|~n-ethylaminobenzene,,0.231726,0.831562617,2.872946379,
methylaniline~|~n-methylaniline,,1.063273,0.874428777,0.836645384,
benzylalcohol~|~benzenemethanol,,2.54369,0.990636367,0.343107238,
"2,5-dichloroethylbenzene",,0.600649,0.923699022,1.669271117,
"1,2-diisopropylbenzene",,2.225991,0.961732173,0.369732567,
"bis(1-methylethyl) 1,2-benzenedicarboxylate",,1.240146,0.978837727,1.118704898,
1-butylpiperidine,,1.089088,0.999915615,0.90269999,
methylisopropylether~|~isopropyl methyl ether,,1.02293,0.914385184,0.696663015,
1-dodecene,,0.702231,0.797252719,1.464923983,
"3,3-dimethylbutanoic acid",,0.971202,0.85949922,1.374279726,
fluorodinitrophenylmethane,,0.0,0.696761486,1.408572393,
"2,3-dimethylpentane",,0.552508,0.788283527,1.147477384,
2-thiapentane~|~methylpropyl sulfide~|~1-(methylthio)-propane~|~methyl-n-propyl sulfide~|~methyl n-propyl sulfide,,1.34359,0.999998567,0.535635114,
methyl heptanoate,,1.419124,0.999956652,0.704598843,
"4,4'-methylenebisbenzenamine",,1.718353,0.982463228,0.823186182,
"2-(1,1-dimethylethyl)naphthalene",,1.561367,0.999172374,0.585537172,
"1,1,1,4,4,5,5-heptafluoro-3-oxa-pentane~|~2,2,2-trifluoroethyl 1,1,2,2-tetrafluoroethyl ether",,1.544636,0.309109951,0.790341539,
cyclohexanone oxime,,1.802953,0.999974064,0.661020072,
"1h,1h,9h-hexadecafluoro-1-nonanol",,0.68847,0.851213554,2.529943207,
"2,2-dimethoxypropane~|~3,3-dimethyl-2,4-dioxapentane",,0.196203,0.830004938,2.896967634,
acetyl bromide,,0.438706,0.923567392,1.670134483,
cyclohexanethiol~|~cyclohexyl mercaptan,,0.690682,0.800484578,0.889474202,
2-octanone,,0.533055,0.800553767,1.614988382,
benzo thiophene~|~benzo(b)thiophene~|~benzo[b]thiophene,,0.186966,0.8476732,2.586484194,
cyclopentanone,,1.157847,0.912226732,0.631803482,
methylenecyclopentane,,0.5199,0.941550112,1.432650586,
"tricyclo[5.2.1.0(2,6)]decane",,1.0653,0.999934077,0.832882572,
benzo[def]fluorene,,0.41478,0.875032157,2.19117563,
diphenylmethane,,0.628484,0.796692788,1.3259209,
2-phenyl-1h-indene,,0.460534,0.865154262,2.323084154,
decanal~|~1-decanal~|~n-decanal,,1.360909,0.999770718,0.821372746,
"3-(o-biphenylyloxy)-1,2-epoxypropane",,0.723188,0.901068169,1.889875422,
"imidazo[1,2-a]pyridine",,1.117407,0.984472858,0.684974597,
2-(1-methylethyl)phenol,,1.05663,0.824171136,0.955797623,
deg~|~diethylene glycol,,1.831502,0.802760592,0.645163271,
tetrahydrofurfurylalcohol~|~2-tetrahydrofurylmethanol,,0.213675,0.821426032,3.079141049,
glycidyl butyrate,,0.46082,0.856895037,2.44221778,
"1-chloro-2,4,6-trinitrobenzene",,0.737273,0.889167281,2.020148708,
"acetylacetone~|~2,4-pentanedione",,0.170764,0.843010701,2.66491526,
tetradecanenitrile,,1.728939,0.999847728,0.674243048,
methyl pentadecanoate,,0.412304,0.815700768,3.189879825,
4-ethyl-2-methylphenol,,0.584424,0.90688797,1.82957032,
oxacycloheptadecan-2-one,,1.715455,0.176318886,0.588866966,
"n,n,n'-trimethylethylenediamine",,0.0,0.241058121,0.917357919,
cyanocyclohexane,,0.568399,0.923766564,1.668045412,
ethyleneglycol bis(chloroethanoate),,1.479421,0.999914297,0.860018346,
3-methoxy-1-propanol,,0.680815,0.883139262,2.090828204,
isopropyl myristate~|~isopropylbutadecanoate~|~1-methylethyl tetradecanoate~|~tetradecanoic acid isopropyl ester,,0.801011,0.880809622,2.118968472,
1-ethoxybutane~|~butyl ethyl ether~|~ethyl butyl ether~|~n-butyl ethyl ether,,0.209978,0.850517516,2.540889762,
"1,2-dihydronaphthalene",,0.650394,0.812670906,1.096685748,
butenyne~|~1-buten-3-yne~|~vinylacetylene,,1.268583,0.992353286,0.486461999,
"(s)-(+)-carvone~|~p-mentha-6,8-dien-2-one, (s)-(+)-",,1.085327,0.977972756,1.123114899,
2-ethylphenol~|~o-ethylphenol,,0.410117,0.761042774,1.738845126,
1-nitropiperidine,,0.553497,0.925022317,1.648591356,
"1,2-dimethoxybenzene",,0.118808,0.805592112,3.453315058,
guaiacol~|~2-methoxyphenol,,0.380347,0.849528807,2.555975637,
"1'-hydroxy-[1,1'-bicyclohexyl]-2-one",,0.67534,0.931577115,1.55432194,
phenetole~|~ethoxybenzene,,0.890343,0.869705523,1.048538736,
"1,2-dimethylcyclohexane~|~trans-1,2-dimethylcyclohexane",,0.439158,0.922984312,1.675458021,
"2,2,3,3,4,4,5,5,5-nonafluoropentan-1-ol~|~2,2,3,3,4,4,5,5,5-nonafluoro-1-pentanol",,2.16915,0.558980528,0.683245397,
butylbenzene~|~n-butylbenzene,,0.974186,0.863177812,0.889264564,
propionitrile~|~propanenitrile,,0.589046,0.865926909,1.311047942,
(iodomethyl)benzene,,0.585274,0.883829936,2.079039624,
4-chlorobiphenyl,,0.423187,0.867509393,2.290608569,
3-thiapentane~|~diethylsulfide,,1.000212,0.884902297,0.73731833,
methyl isocyanate~|~isocyanic acid methyl ester,,1.389323,0.999986782,0.391575064,
"1,2,5-oxadiazole, 3,4-dimethyl-, 2-oxide",,1.873279,0.309549392,0.555772596,
anthracene,,1.388846,0.999986773,0.649239763,
cyclopentyl acetate~|~cyclopentyl ethanoate,,1.340553,0.999950678,0.709795104,
deuterium,,0.199149,0.999963265,1.00004756,
(e)-9-tricosene,,0.526242,0.815124432,3.220801657,
azacycloheptane~|~hexamethyleneimine~|~hexahydro-1h-azepine,,0.410526,0.890053597,2.00860512,
"prop-2-ynyl (2e,4e)-3,7,11-trimethyldodeca-2,4-dienoate",,0.549864,0.824650247,3.011564336,
(e)-2-methyl-2-butenal,,0.573198,0.923697159,1.669275216,
"3-ethylpseudocumene~|~1,2,4-trimethyl-3-ethylbenzene~|~benzene, 2-ethyl-1,3,4-trimethyl-",,0.209151,0.821056757,3.085119572,
"m-diisopropylbenzene~|~1,3-diisopropylbenzene~|~1,3-bis(1-methylethyl)-benzene",,0.342714,0.781096214,1.968239667,
ethyl isobutyrate~|~ethyl 2-methylpropanoate~|~2-methylpropanoicacidethylester,,1.2272,0.999996568,0.723350164,
9-methylanthracene,,0.665232,0.896808158,1.935153986,
methanesulfonyl chloride,,0.621644,0.915863869,1.74204006,
"2,3,3-trimethyl-2-pentanol",,0.047864,0.255475015,1.059452126,
4-(2-butyl)phenol,,1.121267,0.993953932,1.031233123,
4-methylpyridine,,0.398324,0.81146247,1.519562136,
2-methyl-1-pentanol,,2.325858,0.502099518,0.57553361,
r218~|~perfluoropropane~|~octafluoropropane,,0.720496,0.836320305,1.032319426,
2-phenoxyethanol,,0.745084,0.855346099,1.499000102,
benzyl phenylacetate,,1.036068,0.790394077,1.222261375,
(s)-(-)-2-methyl-1-butanol,,0.229697,0.810385263,3.330144964,
2-ethylanthracene,,0.753335,0.905301726,1.846118247,
"1,3,5,7-cyclooctatetraene",,0.381471,0.78959697,1.413793984,
"(.+-.)-1,2-epoxyoct-7-ene",,1.933778,0.821367973,0.513191529,
"r225cb~|~1,3-dichloro-1,1,2,2,3-pentafluoropropane",,0.504061,0.923788429,1.667732714,
"benzene, pentafluoroiodo-",,0.391976,0.763875462,1.892781463,
2-methyldecane,,0.712098,0.79766678,1.353769274,
